                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    295,                 1.2002,                 1.1437,                 1.5591,                0.78614,                0.65536,                0.75998,                0.41112,                   1.57,                 1.2621,                 1.8895,              0.0027482,              0.0027482,              0.0027482
                    296,                 1.1938,                 1.1512,                 1.5574,                0.75559,                0.66179,                0.76345,                0.41612,                 1.5642,                  1.259,                 1.8895,              0.0027235,              0.0027235,              0.0027235
                    297,                 1.2075,                 1.1409,                   1.55,                0.75479,                0.66535,                0.76017,                0.41408,                 1.5622,                 1.2603,                 1.8846,              0.0026987,              0.0026987,              0.0026987
                    298,                 1.2047,                 1.1484,                 1.5601,                0.75934,                0.65859,                0.75896,                0.41086,                 1.5548,                 1.2647,                 1.8805,               0.002674,               0.002674,               0.002674
                    299,                 1.1914,                 1.1487,                 1.5559,                0.73345,                 0.6715,                0.75943,                0.41501,                 1.5572,                 1.2596,                 1.8899,              0.0026492,              0.0026492,              0.0026492
                    300,                 1.1939,                 1.1523,                 1.5489,                0.76568,                0.66448,                0.76056,                0.41177,                 1.5624,                  1.261,                 1.8961,              0.0026245,              0.0026245,              0.0026245
                    301,                 1.1935,                  1.154,                 1.5691,                0.74651,                0.66438,                  0.764,                0.41104,                 1.5732,                 1.2648,                 1.9061,              0.0025997,              0.0025997,              0.0025997
                    302,                 1.1792,                 1.1175,                 1.5475,                0.75305,                0.65027,                0.75888,                0.40671,                 1.5707,                 1.2639,                 1.9051,               0.002575,               0.002575,               0.002575
                    303,                  1.204,                 1.1303,                 1.5587,                0.72114,                0.68139,                0.76424,                 0.4089,                 1.5673,                 1.2528,                 1.8961,              0.0025503,              0.0025503,              0.0025503
                    304,                   1.21,                  1.153,                  1.575,                0.76387,                0.66886,                0.77016,                0.41266,                 1.5716,                 1.2473,                 1.8921,              0.0025255,              0.0025255,              0.0025255
                    305,                 1.1807,                 1.1512,                 1.5529,                0.77105,                0.68327,                0.77168,                 0.4143,                 1.5712,                 1.2505,                 1.8914,              0.0025008,              0.0025008,              0.0025008
                    306,                 1.1886,                  1.138,                  1.552,                0.76442,                0.68119,                0.77126,                0.41774,                 1.5675,                 1.2554,                 1.8919,               0.002476,               0.002476,               0.002476
                    307,                 1.1735,                 1.1272,                  1.545,                0.73381,                0.68308,                0.76503,                 0.4117,                 1.5767,                 1.2561,                 1.9013,              0.0024513,              0.0024513,              0.0024513
                    308,                 1.1889,                 1.1447,                  1.559,                0.73705,                0.67749,                0.76013,                0.41266,                 1.5761,                 1.2638,                 1.8979,              0.0024265,              0.0024265,              0.0024265
                    309,                 1.1872,                 1.1523,                 1.5533,                 0.7649,                0.66878,                 0.7623,                0.40988,                 1.5794,                 1.2562,                  1.902,              0.0024018,              0.0024018,              0.0024018
                    310,                 1.1984,                 1.1536,                 1.5634,                0.76048,                0.64946,                0.76219,                0.40904,                 1.5866,                 1.2487,                 1.9044,               0.002377,               0.002377,               0.002377
                    311,                 1.1904,                 1.1222,                   1.55,                0.78753,                0.64332,                0.76022,                0.41192,                 1.5814,                 1.2448,                 1.8972,              0.0023523,              0.0023523,              0.0023523
                    312,                 1.1904,                 1.1399,                 1.5549,                0.74333,                0.67044,                0.75974,                0.41228,                 1.5763,                  1.244,                 1.8939,              0.0023275,              0.0023275,              0.0023275
                    313,                 1.1763,                 1.1296,                  1.551,                0.75923,                0.66685,                0.75911,                0.40983,                 1.5738,                  1.247,                 1.8922,              0.0023028,              0.0023028,              0.0023028
                    314,                 1.1801,                 1.1101,                 1.5431,                 0.7606,                0.66379,                0.75762,                 0.4092,                 1.5741,                 1.2545,                 1.8918,               0.002278,               0.002278,               0.002278
                    315,                 1.1732,                  1.112,                 1.5443,                0.76094,                0.65969,                0.75789,                0.41211,                 1.5655,                 1.2541,                 1.8871,              0.0022533,              0.0022533,              0.0022533
                    316,                  1.182,                 1.1406,                 1.5465,                0.75327,                0.67408,                 0.7612,                0.41124,                 1.5628,                 1.2479,                 1.8873,              0.0022285,              0.0022285,              0.0022285
                    317,                 1.1798,                 1.1222,                 1.5367,                0.73384,                0.67801,                0.76282,                0.41343,                  1.563,                 1.2444,                 1.8845,              0.0022038,              0.0022038,              0.0022038
                    318,                  1.178,                 1.1213,                 1.5467,                0.75171,                0.67774,                0.76449,                0.41261,                 1.5703,                 1.2437,                 1.8914,               0.002179,               0.002179,               0.002179
                    319,                  1.168,                 1.1185,                 1.5415,                0.75357,                0.66691,                0.76216,                0.41107,                 1.5726,                 1.2435,                 1.8895,              0.0021543,              0.0021543,              0.0021543
                    320,                 1.1886,                 1.1388,                 1.5567,                0.73759,                 0.6749,                0.76328,                0.40995,                 1.5719,                  1.252,                 1.8904,              0.0021295,              0.0021295,              0.0021295
                    321,                 1.1565,                 1.0982,                  1.526,                0.73682,                0.67907,                 0.7609,                0.41174,                 1.5688,                 1.2467,                 1.8887,              0.0021048,              0.0021048,              0.0021048
                    322,                 1.1857,                 1.1471,                  1.548,                0.74732,                0.68317,                0.76449,                0.41182,                 1.5699,                 1.2502,                 1.8912,                0.00208,                0.00208,                0.00208
                    323,                  1.171,                  1.141,                 1.5452,                0.74811,                0.67884,                0.76626,                0.40625,                 1.5757,                 1.2468,                 1.8906,              0.0020553,              0.0020553,              0.0020553
                    324,                  1.166,                 1.1144,                 1.5339,                0.75193,                0.67011,                0.76553,                 0.4065,                 1.5785,                 1.2472,                 1.8905,              0.0020305,              0.0020305,              0.0020305
                    325,                 1.1758,                 1.1028,                 1.5379,                0.76014,                0.66655,                0.76351,                0.40471,                 1.5783,                 1.2382,                  1.891,              0.0020058,              0.0020058,              0.0020058
                    326,                 1.1752,                 1.1092,                 1.5472,                0.75218,                0.67478,                0.75943,                0.40573,                 1.5765,                 1.2374,                 1.8908,               0.001981,               0.001981,               0.001981
                    327,                 1.1887,                 1.1277,                 1.5506,                0.73677,                0.68487,                0.76401,                0.40746,                 1.5697,                 1.2416,                 1.8845,              0.0019563,              0.0019563,              0.0019563
                    328,                 1.1802,                   1.11,                 1.5376,                0.72316,                0.68822,                0.76659,                0.40684,                 1.5734,                 1.2422,                  1.879,              0.0019315,              0.0019315,              0.0019315
                    329,                 1.1845,                 1.0994,                 1.5413,                0.74444,                0.66944,                0.76366,                0.40879,                 1.5768,                 1.2424,                 1.8792,              0.0019068,              0.0019068,              0.0019068
                    330,                 1.1522,                 1.1057,                 1.5286,                0.74891,                0.67161,                0.76575,                0.41153,                 1.5807,                 1.2366,                 1.8829,               0.001882,               0.001882,               0.001882
                    331,                 1.1642,                 1.1193,                 1.5383,                0.73152,                0.67876,                0.76798,                0.41181,                 1.5761,                 1.2362,                 1.8812,              0.0018572,              0.0018572,              0.0018572
                    332,                 1.1715,                 1.0937,                 1.5292,                0.73361,                0.67814,                0.76769,                  0.411,                 1.5778,                 1.2411,                 1.8883,              0.0018325,              0.0018325,              0.0018325
                    333,                 1.1513,                  1.121,                 1.5231,                0.73363,                0.67985,                0.76964,                0.41111,                 1.5808,                   1.24,                 1.8944,              0.0018077,              0.0018077,              0.0018077
                    334,                 1.1578,                 1.0882,                 1.5218,                0.72417,                0.70287,                 0.7713,                0.40949,                 1.5823,                 1.2467,                 1.8942,               0.001783,               0.001783,               0.001783
                    335,                 1.1476,                 1.0787,                 1.5244,                0.72813,                0.70254,                0.76985,                0.40626,                 1.5876,                 1.2497,                  1.899,              0.0017582,              0.0017582,              0.0017582
                    336,                 1.1539,                 1.1055,                 1.5226,                0.72355,                0.69332,                0.76725,                0.40578,                 1.5908,                 1.2561,                 1.9022,              0.0017335,              0.0017335,              0.0017335
                    337,                 1.1475,                 1.1025,                 1.5145,                0.70643,                0.69845,                0.76604,                0.40599,                 1.5936,                 1.2591,                 1.9064,              0.0017087,              0.0017087,              0.0017087
                    338,                 1.1693,                 1.1128,                 1.5245,                0.72797,                 0.6955,                0.76657,                0.40558,                 1.5946,                 1.2613,                 1.9097,               0.001684,               0.001684,               0.001684
                    339,                 1.1429,                 1.0754,                 1.5133,                0.70806,                0.70343,                0.76153,                0.40881,                 1.5894,                 1.2593,                 1.9078,              0.0016592,              0.0016592,              0.0016592
                    340,                 1.1699,                 1.1006,                 1.5318,                0.73187,                0.68686,                0.76186,                0.40823,                 1.5845,                 1.2615,                  1.903,              0.0016345,              0.0016345,              0.0016345
                    341,                 1.1592,                  1.095,                 1.5198,                0.71404,                0.69873,                0.76407,                0.40654,                 1.5845,                 1.2507,                 1.9018,              0.0016097,              0.0016097,              0.0016097
                    342,                 1.1647,                 1.1167,                 1.5251,                0.71885,                0.69097,                 0.7628,                0.40687,                 1.5854,                  1.251,                 1.8994,               0.001585,               0.001585,               0.001585
                    343,                 1.1489,                 1.0812,                 1.5227,                0.74516,                0.65934,                0.76351,                0.40908,                 1.5806,                 1.2608,                 1.8968,              0.0015602,              0.0015602,              0.0015602
                    344,                 1.1543,                  1.104,                 1.5292,                0.77686,                0.63856,                0.76009,                 0.4115,                 1.5729,                 1.2654,                 1.8907,              0.0015355,              0.0015355,              0.0015355
                    345,                 1.1642,                 1.1006,                 1.5354,                0.73648,                0.67448,                0.76279,                0.40769,                 1.5758,                 1.2607,                 1.8966,              0.0015107,              0.0015107,              0.0015107
                    346,                 1.1517,                 1.0938,                  1.523,                0.73024,                0.67947,                0.76366,                0.40733,                 1.5758,                 1.2654,                 1.9009,               0.001486,               0.001486,               0.001486
                    347,                 1.1454,                 1.0716,                 1.5202,                0.71428,                0.68859,                0.76857,                0.41059,                 1.5815,                 1.2674,                 1.9077,              0.0014612,              0.0014612,              0.0014612
                    348,                 1.1575,                 1.0878,                 1.5272,                0.72101,                0.68222,                0.76312,                0.40607,                 1.5869,                 1.2673,                 1.9123,              0.0014365,              0.0014365,              0.0014365
                    349,                 1.1416,                  1.078,                 1.5173,                0.70981,                0.68333,                0.76089,                0.40533,                  1.587,                 1.2686,                 1.9128,              0.0014117,              0.0014117,              0.0014117
                    350,                 1.1588,                 1.0904,                 1.5282,                0.71315,                0.68549,                0.76075,                0.40593,                 1.5869,                 1.2624,                  1.914,               0.001387,               0.001387,               0.001387
                    351,                 1.1449,                 1.0833,                 1.5174,                0.72038,                0.70158,                0.76432,                0.40614,                 1.5867,                 1.2552,                 1.9159,              0.0013622,              0.0013622,              0.0013622
                    352,                 1.1469,                 1.0917,                 1.5204,                0.73559,                0.69856,                0.76339,                0.40926,                 1.5845,                 1.2481,                 1.9129,              0.0013375,              0.0013375,              0.0013375
                    353,                 1.1578,                 1.0875,                 1.5225,                 0.7277,                0.68333,                0.75768,                0.40711,                 1.5952,                 1.2499,                 1.9199,              0.0013128,              0.0013128,              0.0013128
                    354,                 1.1536,                 1.0848,                  1.522,                0.70826,                0.67637,                0.75674,                0.40288,                 1.6018,                 1.2632,                 1.9249,               0.001288,               0.001288,               0.001288
                    355,                 1.1447,                 1.0868,                  1.517,                0.76075,                0.64418,                0.75494,                0.40245,                 1.6016,                  1.263,                 1.9247,              0.0012633,              0.0012633,              0.0012633
                    356,                 1.1467,                 1.0854,                 1.5171,                0.74266,                0.65427,                0.75733,                 0.4034,                 1.6008,                 1.2723,                 1.9225,              0.0012385,              0.0012385,              0.0012385
